pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
6564562,3,7,8,1,8,7,8,0,0,1,8,8,4,4,1,0,0,0,3,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,11,0,0,1,0,1,4,1,2,2
5196943,3,8,4,7,3,0,4,0,0,2,0,0,5,5,1,1,0,0,0,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,3,1,0,1,0,1,0,1,1,1,3
9028816,3,5,2,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
5929304,1,3,3,1,41,8,41,0,0,1,12,12,12,12,0,0,0,0,25,15,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,1,1,4,1,4,1,2,9,4,1,15,850,2,1,4,7,2,1,1,3
5000558,3,4,2,2,5,0,4,0,0,2,0,0,1,1,0,0,0,0,0,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,1,0,1,1,2,2
8147313,3,5,1,2,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,1,0,0,2,2,2
9530504,3,4,2,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,1,1,0,0,0,1,0,0,1,2,2
9955991,3,8,8,7,10,8,10,0,0,1,5,5,2,2,0,0,0,0,4,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,7,3,0,0,0,3,0,1,1,2,2
9534958,3,3,3,5,9,9,9,0,0,1,2,2,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,1,0,1,1,1,2,2
1873768,1,1,1,1,27,7,36,0,0,1,23,21,20,18,9,7,10,8,21,18,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,3,1,1,9,2,0,53,350,53,4,0,2,2,1,1,2
1498182,3,1,1,1,5,1,1,0,0,1,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,1,1,0,2,2,3
6629779,3,2,2,2,6,1,3,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
1513086,3,3,2,1,5,1,2,0,0,2,0,0,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,2,2,1,2,9,3,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,0,1,1,3
2125573,3,4,4,1,5,4,5,0,0,1,2,0,1,1,1,1,0,0,8,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,1,0,0,1,2,3
6787738,3,4,2,1,5,0,3,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,0,1,2,2
6871035,3,6,2,1,4,2,2,2,0,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,1,1,2,2
8864545,3,5,3,1,5,0,3,1,0,2,2,2,2,2,0,0,0,0,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,2,10,0,0,0,1,3,1,1,1,2
6531392,3,2,2,1,5,1,5,0,0,2,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,4,2,0,1,1,1,1,1,1,2,2
3732479,3,5,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,1,1,2,2
9080433,3,5,3,1,5,2,4,0,1,2,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,2,2,0,1,0,1,0,0,1,1,2
2448191,2,1,1,2,15,15,15,0,0,1,3,3,3,3,3,3,3,3,21,0,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,2,2,2,2,2,4,4,4,2,1,1,4,0,34,0,25,1,0,2,3,1,1,3
4670216,3,4,2,1,5,0,5,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,2,11,0,0,0,0,1,1,1,2,2
4922263,1,5,5,1,40,5,40,0,0,1,16,15,13,12,6,4,5,4,15,12,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,1,0,12,1490,0,0,0,0,0,1,1,2
3801878,1,2,2,1,53,6,53,0,0,1,42,38,28,26,17,15,11,8,96,26,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,8,23,0,1,1,1,1,4,1,1,3
6465942,3,4,1,7,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,4,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,2,0,0,0,0,0,0,2,2,2
7326314,4,9,7,2,13,4,7,0,2,1,2,2,2,2,2,2,4,4,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,7,1,0,0,0,1,0,0,1,2,2
9685419,3,5,2,1,5,0,2,0,2,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,2,2,0,0,0,0,1,0,1,1,2,2
3269327,3,1,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,0,0,0,0,1,0,0,1,2,2
3958107,3,6,2,1,5,0,3,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,0,1,1,2
9966676,3,3,1,1,5,0,2,0,0,2,1,1,1,1,1,1,1,0,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,2,3,0,0,0,1,0,0,1,2,2
6331427,3,1,2,2,5,0,3,0,0,2,2,2,2,2,2,2,0,0,2,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,1,0,0,0,0,1,1,1,1,2,2
2861114,3,6,2,1,5,0,3,0,0,2,2,2,2,2,0,0,1,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,4,0,0,0,1,0,1,1,2,2
4252163,3,1,1,7,5,0,0,0,2,2,1,1,1,1,0,0,0,0,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,1,1,0,1,1,2,2
7644034,3,2,1,1,5,0,5,0,0,2,1,1,1,1,0,0,1,1,4,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,5,1,0,1,1,1,1,1,1,2,3
3399180,3,3,3,1,8,0,6,2,0,2,1,1,1,1,0,0,0,0,6,6,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,6,1,10,0,0,1,0,1,1,1,2,2
8556432,3,10,5,1,15,7,8,4,2,1,8,4,5,5,0,0,1,1,8,6,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,2,1,1,1,1,4,4,4,4,1,1,2,0,20,0,0,1,0,1,1,1,2,2
3523164,3,12,12,7,13,4,12,1,0,1,2,2,2,2,0,0,0,0,5,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,20,0,0,1,0,2,2,1,1,2
5125152,1,1,1,7,11,9,8,0,0,1,2,2,2,2,0,0,0,0,9,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,10,0,0,0,0,1,1,2,2
2158708,3,11,5,1,14,5,5,0,3,1,2,1,1,1,1,1,1,1,2,5,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,10,0,0,1,0,1,1,1,2,2
7117849,1,1,1,1,15,2,15,0,0,1,3,3,2,2,1,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,2,0,0,0,0,1,0,1,2,2
4792882,3,15,7,1,12,12,10,4,0,1,4,4,6,6,1,1,0,0,10,0,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,1,4,4,4,1,1,1,15,0,4,0,5,1,0,4,4,1,1,2
8914205,3,10,5,1,15,11,9,4,0,1,1,1,2,2,0,0,1,1,7,10,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,2,5,2,0,0,0,1,0,1,1,2,2
3668877,3,11,3,5,8,11,5,3,0,1,2,2,2,2,0,0,0,0,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,13,0,0,1,0,1,1,1,2,2
8749140,3,5,5,1,5,0,5,0,0,2,2,1,2,1,0,0,0,0,7,10,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,2,3,0,0,0,1,0,1,1,2,2
8197313,3,10,5,2,50,8,10,0,0,1,2,2,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,10,0,0,1,0,1,1,1,2,2
3425762,3,12,4,1,12,1,7,0,0,2,1,1,2,2,0,0,0,0,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,1,2
5656298,3,3,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,1,1,2,2
5946237,3,2,1,1,5,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,3
8755901,2,4,2,7,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,1,0,1,1,2,2
6592254,3,5,2,1,5,1,2,0,0,2,1,1,1,1,0,0,1,1,2,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,0,1,2,3
8327132,2,3,3,7,5,2,3,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,1,0,2,0,0,1,1,2
3442810,3,6,5,7,5,0,6,0,0,2,1,1,1,1,0,0,1,1,5,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,3
8992805,3,11,8,1,10,5,8,0,0,1,2,2,4,4,1,1,1,0,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,1,1,2,2
5161665,3,14,14,2,24,7,24,0,0,1,1,1,2,2,1,1,1,1,6,26,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,3,1,1,1,1,9,1,1,1,1,2,2,1,2,1,4,4,4,2,1,1,3,0,20,0,1,1,0,1,1,1,2,2
2549767,2,1,1,4,10,4,15,0,0,1,3,3,3,3,1,1,1,1,9,9,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,1,0,0,1,0,1,1,2
4794151,3,3,1,5,5,0,2,0,0,2,1,1,0,0,0,0,0,0,3,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
5159965,3,2,1,1,3,0,1,0,1,2,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
1376198,3,7,1,1,5,1,2,0,0,1,2,2,1,1,0,0,0,0,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,1,1,0,0,1,2,2
1814927,3,1,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,2,2,2
6308168,3,2,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,1,0,1,1,2,2
1992073,2,1,1,1,18,12,51,0,0,1,28,26,24,22,11,8,11,10,78,66,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,1,35,75,825,14,3,45,8,5,1,1,2
8580463,3,1,2,1,5,2,4,0,0,1,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,1,1,2,2
9113535,3,4,2,1,6,2,3,1,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,13,0,0,0,0,1,2,1,2,2
3852829,3,3,3,1,5,0,5,0,0,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,0,1,0,1,1,2,3
4430228,3,19,11,1,61,61,61,0,0,1,2,2,0,0,0,0,0,0,0,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,2,1,1,1,1,4,4,3,1,1,1,3,0,30,0,0,1,0,2,1,1,1,2
9510661,3,5,1,1,5,2,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,1,0,1,1,2,2
7857230,3,4,4,1,5,0,2,0,2,2,1,1,1,1,1,1,0,0,3,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,3,1,0,1,1,1,0,1,1,2,2
7696125,3,3,2,7,8,1,3,0,2,1,2,2,1,1,0,0,0,0,6,3,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,10,0,0,1,0,1,2,1,1,3
1471204,3,5,2,7,2,0,3,1,0,2,1,0,1,1,1,1,1,1,3,3,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,0,1,1,2
9674602,3,3,2,1,2,0,2,2,0,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,1,1,1,1,1,2,2
5369992,3,3,3,1,4,1,3,0,1,1,2,2,1,1,1,1,0,0,10,5,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
3306921,3,3,2,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
7865332,3,2,4,2,5,1,3,1,1,1,1,1,2,2,1,1,0,0,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,1,0,0,0,0,1,0,1,1,2,2
2750783,1,1,3,1,32,7,26,0,0,1,11,10,10,9,4,3,4,3,30,18,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,4,1,9,1,1,25,0,3,0,0,1,0,1,1,2
9257197,3,6,2,7,5,0,2,0,2,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,2,3,0,1,0,1,0,1,1,1,2
4055189,3,2,1,2,2,0,2,0,0,2,1,1,1,1,1,1,0,0,0,0,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,2,2,2
5330750,3,17,16,1,38,5,38,0,0,1,0,0,9,9,0,0,0,0,0,20,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,20,0,0,1,0,1,1,1,1,2
7982744,3,7,2,1,7,1,1,0,5,2,2,2,3,3,0,0,0,0,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,4,12,0,2,1,0,1,1,1,1,2
9017613,3,5,1,1,5,0,2,0,0,2,2,2,2,2,0,0,0,0,10,10,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,2,0,0,0,1,0,1,1,2,2
6211747,3,1,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,2,2,2
7375723,1,2,2,1,9,0,9,0,0,2,6,6,4,4,2,1,1,0,6,8,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,10,0,0,1,0,3,0,1,2,2
1509056,3,4,1,1,4,0,1,1,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,1,0,0,1,2,2
2428989,3,1,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,1,0,0,1,2,2
6592356,3,6,2,1,4,0,4,0,0,2,1,1,1,1,0,0,0,0,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
5694534,3,4,2,5,5,0,2,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,1,1,2,2
8783948,3,1,1,1,5,2,0,2,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,2,1,0,0,0,0,1,0,1,1,2,2
4332516,3,8,4,1,4,1,7,0,0,2,3,3,3,3,1,1,1,1,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,4,2,0,1,0,1,1,1,1,2,2
4435209,3,7,3,7,7,1,6,0,0,1,3,3,6,6,1,1,0,0,10,15,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,2,13,0,2,0,0,2,3,1,2,2
3988938,3,4,4,1,46,0,1,4,0,2,1,1,1,1,1,1,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,4,1,10,0,0,0,0,1,2,1,2,2
3844139,3,6,3,5,7,0,6,1,0,2,2,2,2,2,0,0,0,0,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,4,2,12,0,0,1,0,1,2,1,2,2
8187099,3,5,1,1,2,0,3,0,0,2,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,1,1,1,2,2
4955546,3,1,1,5,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
9680224,2,4,4,1,5,0,2,0,0,2,2,1,1,1,0,0,0,0,6,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
4764579,3,4,1,1,2,0,2,0,0,2,0,0,2,2,0,0,0,0,0,6,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
